scene_name,local_class,candidate_global_person_id,split,reid_split,approved,manual_name_or_id,notes
in_straw_3push_diff_mv_11_07_2024_1_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_straw_3push_diff_mv_11_07_2024_1_label,08,person_08,train,train,1,person_08,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_straw_3push_diff_st_11_07_2024_1_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_straw_3push_diff_st_11_07_2024_1_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_straw_3push_diff_st_11_07_2024_1_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,10,person_10,train,train,1,person_10,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1pick_2carry_same_mv_ly_11_06_2024_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1pick_2carry_same_mv_ly_11_06_2024_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_1pick_2carry_same_mv_ly_11_06_2024_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_1_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_1_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_1_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_3_a_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_3_a_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_3_a_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_3_b_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_3_b_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_mv_ly_11_06_2024_3_b_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_st_ly_11_06_2024_3_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_st_ly_11_06_2024_3_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_vine_2push_1pick_diff_st_ly_11_06_2024_3_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1push_1walk_1swap_st_11_07_2024_1_c_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1push_1walk_1swap_st_11_07_2024_1_c_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1push_1walk_1swap_st_11_07_2024_1_c_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1swap_mv_11_07_2024_1_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1swap_st_11_07_2024_1_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1walk_tray_st_11_07_2024_2_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_mv_11_07_2024_1_a_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_mv_11_07_2024_1_a_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_mv_11_07_2024_1_c_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_mv_11_07_2024_1_c_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_st_ly_11_07_2024_1_b_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_st_ly_11_07_2024_1_b_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_st_ly_11_07_2024_1_c_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_2push_st_ly_11_07_2024_1_c_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_mv_11_07_2024_1_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_mv_11_07_2024_1_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_mv_11_07_2024_1_label,08,person_08,train,train,1,person_08,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_a_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_a_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_a_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_b_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_b_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_b_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_c_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_c_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_3push_st_11_07_2024_1_c_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_2_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_2_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_2_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_2_label,10,person_10,train,train,1,person_10,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_2walk_mv_ly_11_06_2024_2_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_2walk_mv_ly_11_06_2024_2_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_2walk_st_ly_11_06_2024_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_2walk_st_ly_11_06_2024_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_1_label,01,person_01,train,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_1_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_1_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_1_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_3walk_st_ly_11_06_2024_a_label,02,person_02,train,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_3walk_st_ly_11_06_2024_a_label,05,person_05,train,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_3walk_st_ly_11_06_2024_a_label,09,person_09,train,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_3walk_mv_11_14_2024_2_label,01,person_01,val,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_3walk_mv_11_14_2024_2_label,03,person_03,val,val,1,person_03,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_3walk_mv_11_14_2024_2_label,04,person_04,val,val,1,person_04,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_p1_sc+mk+gl_1walk_mv_11_12_2024_1_label,01,person_01,val,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_p2_nj_1walk+check_st_11_12_2024_1_label,02,person_02,val,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_p2_oj+gl_1walk+check_mv_11_12_2024_1_label,02,person_02,val,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
